reporting_period,fiscal_year,fiscal_quarter,fiscal_month,entity,legal_entity_code,currency,row_type,gl_account,gl_account_name,cost_center,department,region,product_line,customer_segment,category,subcategory,vendor_name,invoice_id,revenue,cogs,opex,amount,budget_revenue,budget_opex,budget_amount,variance_amount,headcount_allocated,fte_count,transaction_count,active_customers,arr_millions,net_revenue_retention_pct,logo_churn_pct,gross_margin_pct,ebitda,cash_collections,deferred_revenue,americas_pct,emea_pct,apac_pct,source_system,last_updated,preparer,notes
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-29,Sales Commissions,CC-DAT-Am,Data Platform,Americas,,,Sales Commissions,Sales Commissions - Data Platform,,AP-202310-101519,0,0,,3581.87,,,3642.64,-60.77,74.62,,23,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-45,Sales Commissions,CC-LEG-AP,Legal,APAC,,,Sales Commissions,Sales Commissions - Legal,LinkedIn,AP-202310-101520,0,0,,3801.97,,,3866.48,-64.51,79.21,,43,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: LinkedIn
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-94,Paid Media,CC-PEO-La,People Ops,LatAm,,,Paid Media,Paid Media - People Ops,Notion,AP-202310-101521,0,0,,2979.60,,,3030.15,-50.55,62.07,,12,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Notion
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-51,Paid Media,CC-SEC-AP,Security,APAC,,,Paid Media,Paid Media - Security,,AP-202310-101522,0,0,,220.08,,,223.81,-3.73,4.58,,38,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-18,Paid Media,CC-SEC-AP,Security,APAC,,,Paid Media,Paid Media - Security,Okta,AP-202310-101523,0,0,,2708.08,,,2754.03,-45.95,56.42,,3,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Okta
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6215-51,Events & Sponsorships,CC-PRO-Am,Product,Americas,,,Events & Sponsorships,Events & Sponsorships - Product,Stripe,AP-202310-101524,0,0,,2367.23,,,2407.39,-40.16,49.32,,15,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Stripe
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6215-32,Events & Sponsorships,CC-OPE-EM,Operations,EMEA,,,Events & Sponsorships,Events & Sponsorships - Operations,,AP-202310-101525,0,0,,442.26,,,449.76,-7.50,9.21,,25,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-87,Software Subscriptions,CC-ENG-Am,Engineering,Americas,,,Software Subscriptions,Software Subscriptions - Engineering,Snowflake,AP-202310-101526,0,0,,879.58,,,894.50,-14.92,18.32,,41,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Snowflake
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-99,Software Subscriptions,CC-ENG-EM,Engineering,EMEA,,,Software Subscriptions,Software Subscriptions - Engineering,,AP-202310-101527,0,0,,59.05,,,60.05,-1.00,1.23,,29,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-81,Software Subscriptions,CC-FIN-EM,Finance,EMEA,,,Software Subscriptions,Software Subscriptions - Finance,Figma,AP-202310-101528,0,0,,238.86,,,242.91,-4.05,4.98,,13,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Figma
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6310-30,Cloud Hosting,CC-CUS-EM,Customer Success,EMEA,,,Cloud Hosting,Cloud Hosting - Customer Success,,AP-202310-101529,0,0,,102.54,,,104.28,-1.74,2.14,,28,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6310-13,Cloud Hosting,CC-DAT-EM,Data Platform,EMEA,,,Cloud Hosting,Cloud Hosting - Data Platform,,AP-202310-101530,0,0,,177.68,,,180.69,-3.01,3.7,,41,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-97,Customer Support Tools,CC-FIN-Am,Finance,Americas,,,Customer Support Tools,Customer Support Tools - Finance,,AP-202310-101531,0,0,,2009.26,,,2043.34,-34.08,41.86,,42,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-36,Customer Support Tools,CC-DAT-La,Data Platform,LatAm,,,Customer Support Tools,Customer Support Tools - Data Platform,,AP-202310-101532,0,0,,694.20,,,705.97,-11.77,14.46,,37,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-27,Customer Support Tools,CC-PEO-AP,People Ops,APAC,,,Customer Support Tools,Customer Support Tools - People Ops,Intercom,AP-202310-101533,0,0,,2935.64,,,2985.44,-49.80,61.16,,5,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Intercom
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-82,Customer Support Tools,CC-PEO-La,People Ops,LatAm,,,Customer Support Tools,Customer Support Tools - People Ops,Salesforce,AP-202310-101534,0,0,,109.36,,,111.21,-1.85,2.28,,6,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Salesforce
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6400-86,R&D Contractors,CC-PRO-La,Product,LatAm,,,R&D Contractors,R&D Contractors - Product,,AP-202310-101535,0,0,,3214.98,,,3269.52,-54.54,66.98,,35,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6400-47,R&D Contractors,CC-G&A-Am,G&A,Americas,,,R&D Contractors,R&D Contractors - G&A,,AP-202310-101536,0,0,,1225.47,,,1246.26,-20.79,25.53,,17,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-76,Legal & Compliance,CC-CUS-Am,Customer Success,Americas,,,Legal & Compliance,Legal & Compliance - Customer Success,WeWork,AP-202310-101537,0,0,,4505.74,,,4582.18,-76.44,93.87,,40,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: WeWork
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-79,Legal & Compliance,CC-DAT-AP,Data Platform,APAC,,,Legal & Compliance,Legal & Compliance - Data Platform,Google Cloud,AP-202310-101538,0,0,,435.36,,,442.75,-7.39,9.07,,45,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Google Cloud
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-93,Legal & Compliance,CC-PRO-La,Product,LatAm,,,Legal & Compliance,Legal & Compliance - Product,Zoom,AP-202310-101539,0,0,,5583.36,,,5678.08,-94.72,116.32,,2,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Zoom
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6510-80,Accounting & Audit,CC-G&A-Am,G&A,Americas,,,Accounting & Audit,Accounting & Audit - G&A,,AP-202310-101540,0,0,,1923.89,,,1956.53,-32.64,40.08,,22,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6510-19,Accounting & Audit,CC-LEG-Am,Legal,Americas,,,Accounting & Audit,Accounting & Audit - Legal,,AP-202310-101541,0,0,,1484.73,,,1509.92,-25.19,30.93,,37,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-26,Insurance,CC-FIN-Am,Finance,Americas,,,Insurance,Insurance - Finance,Stripe,AP-202310-101542,0,0,,1555.36,,,1581.75,-26.39,32.4,,18,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Stripe
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-73,Insurance,CC-OPE-Am,Operations,Americas,,,Insurance,Insurance - Operations,,AP-202310-101543,0,0,,1693.59,,,1722.32,-28.73,35.28,,33,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-39,Insurance,CC-MAR-AP,Marketing,APAC,,,Insurance,Insurance - Marketing,Atlassian,AP-202310-101544,0,0,,78.23,,,79.55,-1.32,1.63,,2,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Atlassian
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-78,Insurance,CC-ENG-Am,Engineering,Americas,,,Insurance,Insurance - Engineering,Rippling,AP-202310-101545,0,0,,2170.27,,,2207.09,-36.82,45.21,,39,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Rippling
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-65,Office & Facilities,CC-ENG-La,Engineering,LatAm,,,Office & Facilities,Office & Facilities - Engineering,LinkedIn,AP-202310-101546,0,0,,723.19,,,735.45,-12.26,15.07,,45,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: LinkedIn
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-25,Office & Facilities,CC-FIN-EM,Finance,EMEA,,,Office & Facilities,Office & Facilities - Finance,,AP-202310-101547,0,0,,782.55,,,795.83,-13.28,16.3,,40,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-65,Office & Facilities,CC-G&A-AP,G&A,APAC,,,Office & Facilities,Office & Facilities - G&A,,AP-202310-101548,0,0,,585.91,,,595.85,-9.94,12.21,,4,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6610-82,Travel,CC-MAR-La,Marketing,LatAm,,,Travel,Travel - Marketing,Intercom,AP-202310-101549,0,0,,754.91,,,767.72,-12.81,15.73,,3,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Intercom
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6610-17,Travel,CC-ENG-EM,Engineering,EMEA,,,Travel,Travel - Engineering,Salesforce,AP-202310-101550,0,0,,1915.04,,,1947.53,-32.49,39.9,,9,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Salesforce
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-87,Meals & Entertainment,CC-LEG-EM,Legal,EMEA,,,Meals & Entertainment,Meals & Entertainment - Legal,LinkedIn,AP-202310-101551,0,0,,3031.30,,,3082.73,-51.43,63.15,,26,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: LinkedIn
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-42,Meals & Entertainment,CC-PEO-Am,People Ops,Americas,,,Meals & Entertainment,Meals & Entertainment - People Ops,Salesforce,AP-202310-101552,0,0,,733.84,,,746.29,-12.45,15.29,,35,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Salesforce
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-38,Meals & Entertainment,CC-MAR-La,Marketing,LatAm,,,Meals & Entertainment,Meals & Entertainment - Marketing,Snowflake,AP-202310-101553,0,0,,5869.25,,,5968.82,-99.57,122.28,,29,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Snowflake
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-79,Recruiting,CC-MAR-AP,Marketing,APAC,,,Recruiting,Recruiting - Marketing,,AP-202310-101554,0,0,,428.43,,,435.70,-7.27,8.93,,33,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-62,Recruiting,CC-PRO-Am,Product,Americas,,,Recruiting,Recruiting - Product,,AP-202310-101555,0,0,,519.31,,,528.12,-8.81,10.82,,40,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-27,Recruiting,CC-PEO-AP,People Ops,APAC,,,Recruiting,Recruiting - People Ops,,AP-202310-101556,0,0,,780.39,,,793.63,-13.24,16.26,,34,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-25,Recruiting,CC-MAR-AP,Marketing,APAC,,,Recruiting,Recruiting - Marketing,Rippling,AP-202310-101557,0,0,,1229.84,,,1250.70,-20.86,25.62,,24,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Rippling
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-73,Training,CC-LEG-La,Legal,LatAm,,,Training,Training - Legal,AWS,AP-202310-101558,0,0,,2157.93,,,2194.54,-36.61,44.96,,3,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: AWS
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-20,Training,CC-CUS-AP,Customer Success,APAC,,,Training,Training - Customer Success,Atlassian,AP-202310-101559,0,0,,375.24,,,381.61,-6.37,7.82,,4,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Atlassian
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-59,Training,CC-CUS-La,Customer Success,LatAm,,,Training,Training - Customer Success,Okta,AP-202310-101560,0,0,,2584.90,,,2628.75,-43.85,53.85,,29,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Okta
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-33,Training,CC-ENG-EM,Engineering,EMEA,,,Training,Training - Engineering,,AP-202310-101561,0,0,,1845.92,,,1877.24,-31.32,38.46,,43,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-43,Depreciation,CC-G&A-Am,G&A,Americas,,,Depreciation,Depreciation - G&A,Datadog,AP-202310-101562,0,0,,2170.81,,,2207.64,-36.83,45.23,,38,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Datadog
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-89,Depreciation,CC-MAR-Am,Marketing,Americas,,,Depreciation,Depreciation - Marketing,,AP-202310-101563,0,0,,2692.26,,,2737.93,-45.67,56.09,,28,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-59,Depreciation,CC-FIN-Am,Finance,Americas,,,Depreciation,Depreciation - Finance,Intercom,AP-202310-101564,0,0,,127.63,,,129.79,-2.16,2.66,,44,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Intercom
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-58,Amortization,CC-SEC-AP,Security,APAC,,,Amortization,Amortization - Security,,AP-202310-101565,0,0,,2841.45,,,2889.65,-48.20,59.2,,30,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-11,Amortization,CC-OPE-EM,Operations,EMEA,,,Amortization,Amortization - Operations,,AP-202310-101566,0,0,,3104.44,,,3157.11,-52.67,64.68,,18,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-41,Amortization,CC-LEG-AP,Legal,APAC,,,Amortization,Amortization - Legal,,AP-202310-101567,0,0,,1534.07,,,1560.09,-26.02,31.96,,35,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-11,Bank Fees,CC-G&A-AP,G&A,APAC,,,Bank Fees,Bank Fees - G&A,Notion,AP-202310-101568,0,0,,350.67,,,356.62,-5.95,7.31,,8,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Notion
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-66,Bank Fees,CC-CUS-AP,Customer Success,APAC,,,Bank Fees,Bank Fees - Customer Success,Gusto,AP-202310-101569,0,0,,409.96,,,416.91,-6.95,8.54,,30,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Gusto
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-14,Bank Fees,CC-ENG-La,Engineering,LatAm,,,Bank Fees,Bank Fees - Engineering,,AP-202310-101570,0,0,,639.50,,,650.35,-10.85,13.32,,23,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-88,Bad Debt,CC-SEC-Am,Security,Americas,,,Bad Debt,Bad Debt - Security,,AP-202310-101571,0,0,,661.26,,,672.48,-11.22,13.78,,36,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-45,Bad Debt,CC-G&A-Am,G&A,Americas,,,Bad Debt,Bad Debt - G&A,Zoom,AP-202310-101572,0,0,,577.14,,,586.93,-9.79,12.02,,17,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Zoom
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-32,Bad Debt,CC-PEO-EM,People Ops,EMEA,,,Bad Debt,Bad Debt - People Ops,,AP-202310-101573,0,0,,423.68,,,430.87,-7.19,8.83,,10,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-80,Miscellaneous,CC-DAT-La,Data Platform,LatAm,,,Miscellaneous,Miscellaneous - Data Platform,Google Cloud,AP-202310-101574,0,0,,93.47,,,95.05,-1.58,1.95,,15,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Google Cloud
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-96,Miscellaneous,CC-ENG-AP,Engineering,APAC,,,Miscellaneous,Miscellaneous - Engineering,AWS,AP-202310-101575,0,0,,33.15,,,33.71,-0.56,0.69,,23,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: AWS
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-23,Miscellaneous,CC-DAT-Am,Data Platform,Americas,,,Miscellaneous,Miscellaneous - Data Platform,Snowflake,AP-202310-101576,0,0,,93.27,,,94.85,-1.58,1.94,,5,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,Vendor: Snowflake
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-19,Miscellaneous,CC-DAT-La,Data Platform,LatAm,,,Miscellaneous,Miscellaneous - Data Platform,,AP-202310-101577,0,0,,26.25,,,26.70,-0.45,0.55,,16,,,,,,,,,,,,NetSuite,2023-10-28,accounting@novastack.io,
2023-10-01,2023,2023-Q4,10,NovaStack Analytics Inc.,NS-CONSOL,USD,KPI_SNAPSHOT,STAT-001,Monthly KPIs,CC-EXEC,Consolidated,Global,All,All,,,,,0,0,0,,144381.62,93960.98,,,,48,,155,1.68,115.8,2.15,76.12,14300.97,134036.85,65043.80,70.1,25.0,4.9,Looker,2023-10-28,bi@novastack.io,Consolidated KPI row — not included in GL roll-up
2023-11-01,2023,2023-Q4,11,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-PRO-Am,Product,Americas,Platform Core,SMB,,Platform Core,,REV-202311-101578,7135.40,3500.24,,,7518.74,,,-383.34,,,202,,,,,,,,,,,,NetSuite,2023-11-28,fp&a@novastack.io,
2023-11-01,2023,2023-Q4,11,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-SAL-AP,Sales,APAC,Analytics Pro,SMB,,Analytics Pro,,REV-202311-101579,42624.13,9473.22,,,44914.08,,,-2289.95,,,196,,,,,,,,,,,,NetSuite,2023-11-28,fp&a@novastack.io,
2023-11-01,2023,2023-Q4,11,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-SAL-EM,Sales,EMEA,Insights Add-on,Enterprise,,Insights Add-on,,REV-202311-101580,28292.90,8718.29,,,29812.92,,,-1520.02,,,280,,,,,,,,,,,,NetSuite,2023-11-28,fp&a@novastack.io,
2023-11-01,2023,2023-Q4,11,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-SAL-La,Sales,LatAm,API Usage,SMB,,API Usage,,REV-202311-101581,2468.10,3640.41,,,2600.70,,,-132.60,,,418,,,,,,,,,,,,NetSuite,2023-11-28,fp&a@novastack.io,
2023-11-01,2023,2023-Q4,11,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-PRO-EM,Product,EMEA,Professional Services,Enterprise,,Professional Services,,REV-202311-101582,60663.36,9156.32,,,63922.46,,,-3259.10,,,315,,,,,,,,,,,,NetSuite,2023-11-28,fp&a@novastack.io,
2023-11-01,2023,2023-Q4,11,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6100-56,Payroll & Benefits,CC-OPE-EM,Operations,EMEA,,,Payroll & Benefits,Payroll & Benefits - Operations,CrowdStrike,AP-202311-101583,0,0,,729.03,,,731.78,-2.75,15.19,2,23,,,,,,,,,,,,NetSuite,2023-11-28,accounting@novastack.io,Vendor: CrowdStrike
2023-11-01,2023,2023-Q4,11,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6100-87,Payroll & Benefits,CC-DAT-Am,Data Platform,Americas,,,Payroll & Benefits,Payroll & Benefits - Data Platform,Stripe,AP-202311-101584,0,0,,994.03,,,997.77,-3.74,20.71,4,29,,,,,,,,,,,,NetSuite,2023-11-28,accounting@novastack.io,Vendor: Stripe
2023-11-01,2023,2023-Q4,11,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6100-78,Payroll & Benefits,CC-FIN-EM,Finance,EMEA,,,Payroll & Benefits,Payroll & Benefits - Finance,LinkedIn,AP-202311-101585,0,0,,3070.33,,,3081.90,-11.57,63.97,4,27,,,,,,,,,,,,NetSuite,2023-11-28,accounting@novastack.io,Vendor: LinkedIn
2023-11-01,2023,2023-Q4,11,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6105-63,Contractors,CC-G&A-Am,G&A,Americas,,,Contractors,Contractors - G&A,,AP-202311-101586,0,0,,1878.78,,,1885.86,-7.08,39.14,,33,,,,,,,,,,,,NetSuite,2023-11-28,accounting@novastack.io,
2023-11-01,2023,2023-Q4,11,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6105-33,Contractors,CC-SAL-La,Sales,LatAm,,,Contractors,Contractors - Sales,Rippling,AP-202311-101587,0,0,,443.84,,,445.51,-1.67,9.25,,30,,,,,,,,,,,,NetSuite,2023-11-28,accounting@novastack.io,Vendor: Rippling
2023-11-01,2023,2023-Q4,11,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6105-43,Contractors,CC-ENG-EM,Engineering,EMEA,,,Contractors,Contractors - Engineering,,AP-202311-101588,0,0,,836.26,,,839.41,-3.15,17.42,,36,,,,,,,,,,,,NetSuite,2023-11-28,accounting@novastack.io,
2023-11-01,2023,2023-Q4,11,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6105-14,Contractors,CC-OPE-La,Operations,LatAm,,,Contractors,Contractors - Operations,LinkedIn,AP-202311-101589,0,0,,921.74,,,925.22,-3.48,19.2,,28,,,,,,,,,,,,NetSuite,2023-11-28,accounting@novastack.io,Vendor: LinkedIn
2023-11-01,2023,2023-Q4,11,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-26,Sales Commissions,CC-SAL-La,Sales,LatAm,,,Sales Commissions,Sales Commissions - Sales,Snowflake,AP-202311-101590,0,0,,2466.03,,,2475.33,-9.30,51.38,,26,,,,,,,,,,,,NetSuite,2023-11-28,accounting@novastack.io,Vendor: Snowflake
2023-11-01,2023,2023-Q4,11,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-53,Sales Commissions,CC-OPE-EM,Operations,EMEA,,,Sales Commissions,Sales Commissions - Operations,HubSpot,AP-202311-101591,0,0,,3537.74,,,3551.08,-13.34,73.7,,22,,,,,,,,,,,,NetSuite,2023-11-28,accounting@novastack.io,Vendor: HubSpot
